density(tonne/mm3),E(MPa),v(-),phi(deg),psi(deg),c(MPa),area_reduced(%),plastic_zone(%),max_PEEQ(-),min_PEEQ(-),sim_num
1.6e-09,100,0.4,20,10,0.05025,0,0,0.000621415,2.78755e-08,637
1.6e-09,100,0.4,20,10,0.075125,0,0,0,0,638
1.6e-09,100,0.4,20,10,0.1,0,0,0,0,639
1.6e-09,100,0.4,20,14,0.0005,0,15.4980268445577,0.0873719,9.30709e-09,640
1.6e-09,100,0.4,20,14,0.025375,0,0,0.00250772,6.90893e-08,641
1.6e-09,100,0.4,20,14,0.05025,0,0,0.000642491,9.76681e-08,642
1.6e-09,100,0.4,20,14,0.075125,0,0,0,0,643
1.6e-09,100,0.4,20,14,0.1,0,0,0,0,644
1.6e-09,100,0.4,20,18,0.0005,0,15.7945524424692,0.135477,4.05647e-08,645
1.6e-09,100,0.4,20,18,0.025375,0,0,0.00265225,1.16298e-07,646
1.6e-09,100,0.4,20,18,0.05025,0,0,0.000664465,6.54837e-07,647
1.6e-09,100,0.4,20,18,0.075125,0,0,0,0,648
1.6e-09,100,0.4,20,18,0.1,0,0,0,0,649
1.6e-09,100,0.4,26.25,2.625,0.0005,0,6.54601767562104,0.0207651,2.5051e-08,650
1.6e-09,100,0.4,26.25,2.625,0.025375,0,0,0.00193092,2.36685e-07,651
1.6e-09,100,0.4,26.25,2.625,0.05025,0,0,0.000462533,4.59187e-07,652
1.6e-09,100,0.4,26.25,2.625,0.075125,0,0,0,0,653
1.6e-09,100,0.4,26.25,2.625,0.1,0,0,0,0,654
1.6e-09,100,0.4,26.25,7.875,0.0005,0,7.85425587617314,0.0271531,9.52653e-09,655
1.6e-09,100,0.4,26.25,7.875,0.025375,0,0,0.00202332,9.82926e-08,656
1.6e-09,100,0.4,26.25,7.875,0.05025,0,0,0.000483301,2.57399e-07,657
1.6e-09,100,0.4,26.25,7.875,0.075125,0,0,0,0,658
1.6e-09,100,0.4,26.25,7.875,0.1,0,0,0,0,659
1.6e-09,100,0.4,26.25,13.125,0.0005,0,13.1134405961019,0.0630773,4.21042e-09,660
1.6e-09,100,0.4,26.25,13.125,0.025375,0,0,0.00213443,5.6804e-08,661
1.6e-09,100,0.4,26.25,13.125,0.05025,0,0,0.000505029,5.95973e-07,662
1.6e-09,100,0.4,26.25,13.125,0.075125,0,0,0,0,663
1.6e-09,100,0.4,26.25,13.125,0.1,0,0,0,0,664
1.6e-09,100,0.4,26.25,18.375,0.0005,0,14.9209246547088,0.142418,1.05877e-08,665
1.6e-09,100,0.4,26.25,18.375,0.025375,0,0,0.00227204,1.78641e-07,666
1.6e-09,100,0.4,26.25,18.375,0.05025,0,0,0.000527971,4.80388e-07,667
1.6e-09,100,0.4,26.25,18.375,0.075125,0,0,0,0,668
1.6e-09,100,0.4,26.25,18.375,0.1,0,0,0,0,669
1.6e-09,100,0.4,26.25,23.625,0.0005,0.0990517213122538,14.9240724848353,0.211822,2.0087e-08,670
1.6e-09,100,0.4,26.25,23.625,0.025375,0,0,0.00245043,5.6205e-09,671
1.6e-09,100,0.4,26.25,23.625,0.05025,0,0,0.000553703,3.78361e-07,672
1.6e-09,100,0.4,26.25,23.625,0.075125,0,0,0,0,673
1.6e-09,100,0.4,26.25,23.625,0.1,0,0,0,0,674
1.6e-09,100,0.4,32.5,3.25,0.0005,0,0,0.00639194,2.48512e-09,675
1.6e-09,100,0.4,32.5,3.25,0.025375,0,0,0.00168494,1.96305e-08,676
1.6e-09,100,0.4,32.5,3.25,0.05025,0,0,0.000359002,4.0517e-07,677
1.6e-09,100,0.4,32.5,3.25,0.075125,0,0,0,0,678
1.6e-09,100,0.4,32.5,3.25,0.1,0,0,0,0,679
1.6e-09,100,0.4,32.5,9.75,0.0005,0,0,0.00831777,1.56393e-08,680
1.6e-09,100,0.4,32.5,9.75,0.025375,0,0,0.00177509,3.8265e-08,681
1.6e-09,100,0.4,32.5,9.75,0.05025,0,0,0.000388842,4.21423e-07,682
1.6e-09,100,0.4,32.5,9.75,0.075125,0,0,0,0,683
1.6e-09,100,0.4,32.5,9.75,0.1,0,0,0,0,684
1.6e-09,100,0.4,32.5,16.25,0.0005,0,2.61836509918006,0.0164111,1.14652e-08,685
1.6e-09,100,0.4,32.5,16.25,0.025375,0,0,0.0018885,1.03057e-07,686
1.6e-09,100,0.4,32.5,16.25,0.05025,0,0,0.000416643,1.62111e-07,687
1.6e-09,100,0.4,32.5,16.25,0.075125,0,0,0,0,688
1.6e-09,100,0.4,32.5,16.25,0.1,0,0,0,0,689
1.6e-09,100,0.4,32.5,22.75,0.0005,0,10.43295831576,0.10455,2.87189e-09,690
1.6e-09,100,0.4,32.5,22.75,0.025375,0,0,0.00203871,4.37467e-08,691
1.6e-09,100,0.4,32.5,22.75,0.05025,0,0,0.000443197,4.42791e-07,692
1.6e-09,100,0.4,32.5,22.75,0.075125,0,0,0,0,693
1.6e-09,100,0.4,32.5,22.75,0.1,0,0,0,0,694
1.6e-09,100,0.4,32.5,29.25,0.0005,0.330102452593591,13.9524422524714,0.833367,3.42037e-08,695
1.6e-09,100,0.4,32.5,29.25,0.025375,0,0,0.00225279,6.37818e-08,696
1.6e-09,100,0.4,32.5,29.25,0.05025,0,0,0.000468573,3.67882e-07,697
1.6e-09,100,0.4,32.5,29.25,0.075125,0,0,0,0,698
1.6e-09,100,0.4,32.5,29.25,0.1,0,0,0,0,699
1.6e-09,100,0.4,38.75,3.875,0.0005,0,0,0.00439202,1.04997e-08,700
1.6e-09,100,0.4,38.75,3.875,0.025375,0,0,0.00146177,2.74621e-08,701
1.6e-09,100,0.4,38.75,3.875,0.05025,0,0,0.000263161,7.31761e-08,702
1.6e-09,100,0.4,38.75,3.875,0.075125,0,0,0,0,703
1.6e-09,100,0.4,38.75,3.875,0.1,0,0,0,0,704
1.6e-09,100,0.4,38.75,11.625,0.0005,0,0,0.00880605,1.43212e-10,705
1.6e-09,100,0.4,38.75,11.625,0.025375,0,0,0.00154869,1.44288e-07,706
1.6e-09,100,0.4,38.75,11.625,0.05025,0,0,0.000313666,6.5873e-07,707
1.6e-09,100,0.4,38.75,11.625,0.075125,0,0,0,0,708
1.6e-09,100,0.4,38.75,11.625,0.1,0,0,0,0,709
1.6e-09,100,0.4,38.75,19.375,0.0005,0,0,0.00977543,5.98731e-09,710
1.6e-09,100,0.4,38.75,19.375,0.025375,0,0,0.00165873,4.56386e-08,711
1.6e-09,100,0.4,38.75,19.375,0.05025,0,0,0.000355168,1.30602e-07,712
1.6e-09,100,0.4,38.75,19.375,0.075125,0,0,0,0,713
1.6e-09,100,0.4,38.75,19.375,0.1,0,0,0,0,714
1.6e-09,100,0.4,38.75,27.125,0.0005,0,0,0.014071,1.30185e-06,715
1.6e-09,100,0.4,38.75,27.125,0.025375,0,0,0.00181332,1.13234e-07,716
1.6e-09,100,0.4,38.75,27.125,0.05025,0,0,0.000391734,2.23728e-07,717
1.6e-09,100,0.4,38.75,27.125,0.075125,0,0,0,0,718
1.6e-09,100,0.4,38.75,27.125,0.1,0,0,0,0,719
1.6e-09,100,0.4,38.75,34.875,0.0005,0.126332915741476,8.48403175680465,0.422039,7.62369e-06,720
1.6e-09,100,0.4,38.75,34.875,0.025375,0,0,0.00205809,8.9684e-08,721
1.6e-09,100,0.4,38.75,34.875,0.05025,0,0,0.000423226,6.29962e-08,722
1.6e-09,100,0.4,38.75,34.875,0.075125,0,0,0,0,723
1.6e-09,100,0.4,38.75,34.875,0.1,0,0,0,0,724
1.6e-09,100,0.4,45,4.5,0.0005,NaN,NaN,NaN,NaN,725
1.6e-09,100,0.4,45,4.5,0.025375,0,0,0.00127005,5.71167e-09,726
1.6e-09,100,0.4,45,4.5,0.05025,0,0,0.000199952,7.72036e-08,727
1.6e-09,100,0.4,45,4.5,0.075125,0,0,0,0,728
1.6e-09,100,0.4,45,4.5,0.1,0,0,0,0,729
1.6e-09,100,0.4,45,13.5,0.0005,0,0,0.00560386,1.51879e-05,730
1.6e-09,100,0.4,45,13.5,0.025375,0,0,0.00135142,4.23341e-09,731
1.6e-09,100,0.4,45,13.5,0.05025,0,0,0.00027268,5.65637e-07,732
1.6e-09,100,0.4,45,13.5,0.075125,0,0,0,0,733
1.6e-09,100,0.4,45,13.5,0.1,0,0,0,0,734
1.6e-09,100,0.4,45,22.5,0.0005,0,0,0.00937384,1.55857e-05,735
1.6e-09,100,0.4,45,22.5,0.025375,0,0,0.001458,9.36147e-09,736
1.6e-09,100,0.4,45,22.5,0.05025,0,0,0.000331685,1.115e-06,737
1.6e-09,100,0.4,45,22.5,0.075125,0,0,0,0,738
1.6e-09,100,0.4,45,22.5,0.1,0,0,0,0,739
1.6e-09,100,0.4,45,31.5,0.0005,0,0,0.0131941,1.53962e-05,740
1.6e-09,100,0.4,45,31.5,0.025375,0,0,0.00161056,6.82676e-09,741
1.6e-09,100,0.4,45,31.5,0.05025,0,0,0.000380621,1.07124e-06,742
1.6e-09,100,0.4,45,31.5,0.075125,0,0,0,0,743
1.6e-09,100,0.4,45,31.5,0.1,0,0,0,0,744
1.6e-09,100,0.4,45,40.5,0.0005,0,2.95119567121658,0.0964037,1.45604e-05,745
1.6e-09,100,0.4,45,40.5,0.025375,0,0,0.00187262,2.34788e-08,746
1.6e-09,100,0.4,45,40.5,0.05025,0,0,0.000418225,1.165e-07,747
1.6e-09,100,0.4,45,40.5,0.075125,0,0,0,0,748
1.6e-09,100,0.4,45,40.5,0.1,0,0,0,0,749
2.4e-09,100,0.2,20,2,0.0005,0,16.1632682779472,0.0688404,2.88219e-08,750
2.4e-09,100,0.2,20,2,0.025375,0,0,0.00537877,2.44813e-08,751
2.4e-09,100,0.2,20,2,0.05025,0,0,0.00234631,1.33733e-07,752
2.4e-09,100,0.2,20,2,0.075125,0,0,0.000914632,1.23458e-06,753
2.4e-09,100,0.2,20,2,0.1,0,0,3.3567e-05,2.55405e-06,754
2.4e-09,100,0.2,20,6,0.0005,0,16.4274761532272,0.0819402,1.02444e-07,755
2.4e-09,100,0.2,20,6,0.025375,0,0,0.00567952,2.00755e-08,756
2.4e-09,100,0.2,20,6,0.05025,0,0,0.00243757,6.81709e-08,757
2.4e-09,100,0.2,20,6,0.075125,0,0,0.000946741,7.71852e-07,758
2.4e-09,100,0.2,20,6,0.1,0,0,5.32778e-05,8.63403e-06,759
2.4e-09,100,0.2,20,10,0.0005,0.113112029210391,18.744698836977,0.246134,3.07277e-08,760
2.4e-09,100,0.2,20,10,0.025375,0,0,0.00602714,1.42629e-08,761
2.4e-09,100,0.2,20,10,0.05025,0,0,0.00253863,4.91375e-07,762
2.4e-09,100,0.2,20,10,0.075125,0,0,0.000979147,4.99551e-07,763
2.4e-09,100,0.2,20,10,0.1,0,0,6.99909e-05,1.34392e-05,764
2.4e-09,100,0.2,20,14,0.0005,0.0971630232363845,17.4683586483729,0.20847,2.95362e-08,765
2.4e-09,100,0.2,20,14,0.025375,0,0,0.00643863,2.46795e-08,766
2.4e-09,100,0.2,20,14,0.05025,0,0,0.00265329,4.58411e-07,767
2.4e-09,100,0.2,20,14,0.075125,0,0,0.00101167,2.21504e-07,768
2.4e-09,100,0.2,20,14,0.1,0,0,8.37864e-05,1.74494e-05,769
2.4e-09,100,0.2,20,18,0.0005,0.129900456551451,17.7587984413732,0.342041,1.16269e-07,770
2.4e-09,100,0.2,20,18,0.025375,0,0,0.00693771,7.83439e-09,771
2.4e-09,100,0.2,20,18,0.05025,0,0,0.00278658,1.1287e-07,772
2.4e-09,100,0.2,20,18,0.075125,0,0,0.00104471,1.37026e-06,773
2.4e-09,100,0.2,20,18,0.1,0,0,9.46739e-05,2.06241e-05,774
2.4e-09,100,0.2,26.25,2.625,0.0005,0,3.47520445959941,0.0150717,2.90737e-09,775
2.4e-09,100,0.2,26.25,2.625,0.025375,0,0,0.00460599,1.0724e-08,776
2.4e-09,100,0.2,26.25,2.625,0.05025,0,0,0.00203956,4.93006e-07,777
2.4e-09,100,0.2,26.25,2.625,0.075125,0,0,0.000776904,2.42772e-07,778
2.4e-09,100,0.2,26.25,2.625,0.1,0,0,0,0,779
2.4e-09,100,0.2,26.25,7.875,0.0005,0,5.23547106630955,0.0229763,5.29554e-08,780
2.4e-09,100,0.2,26.25,7.875,0.025375,0,0,0.00491209,1.14295e-07,781
2.4e-09,100,0.2,26.25,7.875,0.05025,0,0,0.00213242,2.01303e-07,782
2.4e-09,100,0.2,26.25,7.875,0.075125,0,0,0.000813045,5.39178e-07,783
2.4e-09,100,0.2,26.25,7.875,0.1,0,0,3.20469e-06,4.07661e-07,784
2.4e-09,100,0.2,26.25,13.125,0.0005,0,14.9414904782016,0.114895,1.47494e-08,785
2.4e-09,100,0.2,26.25,13.125,0.025375,0,0,0.00527929,3.63091e-08,786
2.4e-09,100,0.2,26.25,13.125,0.05025,0,0,0.00223685,2.25375e-07,787
2.4e-09,100,0.2,26.25,13.125,0.075125,0,0,0.000848016,2.13043e-06,788
2.4e-09,100,0.2,26.25,13.125,0.1,0,0,3.27636e-05,2.92956e-06,789
2.4e-09,100,0.2,26.25,18.375,0.0005,0.100940419388123,15.823092768949,0.19694,4.99797e-08,790
2.4e-09,100,0.2,26.25,18.375,0.025375,0,0,0.00573867,1.44466e-08,791
2.4e-09,100,0.2,26.25,18.375,0.05025,0,0,0.00235908,1.26127e-07,792
2.4e-09,100,0.2,26.25,18.375,0.075125,0,0,0.000883947,9.43455e-07,793
2.4e-09,100,0.2,26.25,18.375,0.1,0,0,5.62414e-05,1.00493e-05,794
2.4e-09,100,0.2,26.25,23.625,0.0005,0.195585178523349,16.5068014724137,0.430031,1.15911e-07,795
2.4e-09,100,0.2,26.25,23.625,0.025375,0,0,0.00634181,1.19011e-08,796
2.4e-09,100,0.2,26.25,23.625,0.05025,0,0,0.00250739,4.89662e-07,797
2.4e-09,100,0.2,26.25,23.625,0.075125,0,0,0.000918851,1.62655e-07,798
2.4e-09,100,0.2,26.25,23.625,0.1,0,0,7.43348e-05,1.53532e-05,799
2.4e-09,100,0.2,32.5,3.25,0.0005,0,0,0.0110365,1.89321e-08,800
2.4e-09,100,0.2,32.5,3.25,0.025375,0,0,0.00393677,8.81167e-09,801
2.4e-09,100,0.2,32.5,3.25,0.05025,0,0,0.00179348,6.80212e-08,802
2.4e-09,100,0.2,32.5,3.25,0.075125,0,0,0.000699585,3.08149e-07,803
2.4e-09,100,0.2,32.5,3.25,0.1,0,0,0,0,804
2.4e-09,100,0.2,32.5,9.75,0.0005,0,2.51616554774136,0.016014,5.06176e-09,805
2.4e-09,100,0.2,32.5,9.75,0.025375,0,0,0.00423882,1.92152e-07,806
2.4e-09,100,0.2,32.5,9.75,0.05025,0,0,0.00188461,2.41562e-07,807
2.4e-09,100,0.2,32.5,9.75,0.075125,0,0,0.00074569,2.50351e-06,808
2.4e-09,100,0.2,32.5,9.75,0.1,0,0,1.4344e-05,4.09829e-06,809
2.4e-09,100,0.2,32.5,16.25,0.0005,0,3.7110818637413,0.0240336,5.53252e-09,810
2.4e-09,100,0.2,32.5,16.25,0.025375,0,0,0.00462341,1.25281e-08,811
2.4e-09,100,0.2,32.5,16.25,0.05025,0,0,0.00198656,4.89889e-07,812
2.4e-09,100,0.2,32.5,16.25,0.075125,0,0,0.000788582,1.25958e-06,813
2.4e-09,100,0.2,32.5,16.25,0.1,0,0,5.5816e-05,1.02352e-05,814
2.4e-09,100,0.2,32.5,22.75,0.0005,0,4.42102248492638,0.0359345,6.85794e-09,815
2.4e-09,100,0.2,32.5,22.75,0.025375,0,0,0.00514387,6.41793e-09,816
2.4e-09,100,0.2,32.5,22.75,0.05025,0,0,0.00210591,2.33965e-07,817
2.4e-09,100,0.2,32.5,22.75,0.075125,0,0,0.000828337,8.77039e-07,818
2.4e-09,100,0.2,32.5,22.75,0.1,0,0,8.86543e-05,1.97717e-05,819
2.4e-09,100,0.2,32.5,29.25,0.0005,0.24280263042008,13.7946310354654,0.622225,8.10744e-08,820
2.4e-09,100,0.2,32.5,29.25,0.025375,0,0,0.00590934,1.77495e-08,821
2.4e-09,100,0.2,32.5,29.25,0.05025,0,0,0.00225555,1.54177e-07,822
2.4e-09,100,0.2,32.5,29.25,0.075125,0,0,0.000865338,3.03262e-07,823
2.4e-09,100,0.2,32.5,29.25,0.1,0,0,0.000112861,1.77484e-07,824
2.4e-09,100,0.2,38.75,3.875,0.0005,0,0,0.00706291,1.30919e-09,825
2.4e-09,100,0.2,38.75,3.875,0.025375,0,0,0.00334239,1.07806e-07,826
2.4e-09,100,0.2,38.75,3.875,0.05025,0,0,0.00161951,1.4518e-07,827
2.4e-09,100,0.2,38.75,3.875,0.075125,0,0,0.000669857,1.19554e-06,828
2.4e-09,100,0.2,38.75,3.875,0.1,0,0,5.27009e-06,1.23423e-06,829
2.4e-09,100,0.2,38.75,11.625,0.0005,0,0,0.0134177,1.95256e-10,830
2.4e-09,100,0.2,38.75,11.625,0.025375,0,0,0.00361905,1.70236e-08,831
2.4e-09,100,0.2,38.75,11.625,0.05025,0,0,0.00170783,6.58718e-08,832
2.4e-09,100,0.2,38.75,11.625,0.075125,0,0,0.000728142,1.5355e-06,833
2.4e-09,100,0.2,38.75,11.625,0.1,0,0,7.22282e-05,1.51178e-05,834
2.4e-09,100,0.2,38.75,19.375,0.0005,0,0,0.0142898,1.9788e-06,835
2.4e-09,100,0.2,38.75,19.375,0.025375,0,0,0.0039967,2.24577e-08,836
2.4e-09,100,0.2,38.75,19.375,0.05025,0,0,0.00180435,1.96649e-07,837
2.4e-09,100,0.2,38.75,19.375,0.075125,0,0,0.000780832,1.48272e-07,838
2.4e-09,100,0.2,38.75,19.375,0.1,0,0,0.000124662,3.02568e-05,839
2.4e-09,100,0.2,38.75,27.125,0.0005,0,0,0.026164,4.67093e-06,840
2.4e-09,100,0.2,38.75,27.125,0.025375,0,0,0.00456171,2.19531e-08,841
2.4e-09,100,0.2,38.75,27.125,0.05025,0,0,0.00191881,4.05607e-08,842
2.4e-09,100,0.2,38.75,27.125,0.075125,0,0,0.000827828,4.20873e-07,843
2.4e-09,100,0.2,38.75,27.125,0.1,0,0,0.00016456,8.88985e-07,844
2.4e-09,100,0.2,38.75,34.875,0.0005,0.18278400267579,9.13290447353662,0.571575,2.02969e-05,845
2.4e-09,100,0.2,38.75,34.875,0.025375,0,0,0.00553867,4.82402e-08,846
2.4e-09,100,0.2,38.75,34.875,0.05025,0,0,0.00206257,9.41379e-09,847
2.4e-09,100,0.2,38.75,34.875,0.075125,0,0,0.000869011,6.14611e-08,848
2.4e-09,100,0.2,38.75,34.875,0.1,0,0,0.000193307,2.10899e-06,849
2.4e-09,100,0.2,45,4.5,0.0005,0,0,0.00553246,2.71268e-05,850
2.4e-09,100,0.2,45,4.5,0.025375,0,0,0.00281904,2.27072e-08,851
2.4e-09,100,0.2,45,4.5,0.05025,0,0,0.00150989,4.77326e-08,852
2.4e-09,100,0.2,45,4.5,0.075125,0,0,0.000686253,5.06272e-07,853
2.4e-09,100,0.2,45,4.5,0.1,0,0,8.88487e-05,1.99566e-05,854
2.4e-09,100,0.2,45,13.5,0.0005,0,0,0.0115665,3.0411e-05,855
2.4e-09,100,0.2,45,13.5,0.025375,0,0,0.00306616,8.65373e-08,856
2.4e-09,100,0.2,45,13.5,0.05025,0,0,0.00160043,2.95625e-07,857
2.4e-09,100,0.2,45,13.5,0.075125,0,0,0.000758404,3.22774e-07,858
2.4e-09,100,0.2,45,13.5,0.1,0,0,0.000168216,5.90093e-07,859
2.4e-09,100,0.2,45,22.5,0.0005,0,0,0.0157438,3.23609e-05,860
2.4e-09,100,0.2,45,22.5,0.025375,0,0,0.00341818,1.83496e-08,861
2.4e-09,100,0.2,45,22.5,0.05025,0,0,0.0016972,2.94415e-07,862
2.4e-09,100,0.2,45,22.5,0.075125,0,0,0.000821314,2.78773e-07,863
2.4e-09,100,0.2,45,22.5,0.1,0,0,0.000233141,4.6661e-07,864
2.4e-09,100,0.2,45,31.5,0.0005,0,0,0.0220089,3.31393e-05,865
2.4e-09,100,0.2,45,31.5,0.025375,0,0,0.0039878,5.29611e-08,866
2.4e-09,100,0.2,45,31.5,0.05025,0,0,0.00180857,1.26863e-07,867
2.4e-09,100,0.2,45,31.5,0.075125,0,0,0.000878195,2.63154e-07,868
2.4e-09,100,0.2,45,31.5,0.1,0,0,0.000287689,3.80176e-06,869
2.4e-09,100,0.2,45,40.5,0.0005,0,3.7316476872341,0.203744,3.26011e-05,870
2.4e-09,100,0.2,45,40.5,0.025375,0,0,0.00518178,1.05154e-08,871
2.4e-09,100,0.2,45,40.5,0.05025,0,0,0.0019428,4.49872e-07,872
2.4e-09,100,0.2,45,40.5,0.075125,0,0,0.000923336,2.09754e-07,873
2.4e-09,100,0.2,45,40.5,0.1,0,0,0.000324032,8.71418e-07,874
2.4e-09,100,0.4,20,2,0.0005,0,15.1406431975349,0.0513065,2.2842e-08,875
2.4e-09,100,0.4,20,2,0.025375,0,0,0.00497617,2.45816e-08,876
2.4e-09,100,0.4,20,2,0.05025,0,0,0.00226215,5.95581e-08,877
2.4e-09,100,0.4,20,2,0.075125,0,0,0.000881536,2.37914e-06,878
2.4e-09,100,0.4,20,2,0.1,0,0,0,0,879
2.4e-09,100,0.4,20,6,0.0005,0,15.6380003575138,0.0646892,7.29994e-08,880
2.4e-09,100,0.4,20,6,0.025375,0,0,0.00523426,6.95753e-09,881
2.4e-09,100,0.4,20,6,0.05025,0,0,0.00234359,5.85216e-08,882
2.4e-09,100,0.4,20,6,0.075125,0,0,0.000911927,1.25541e-07,883
2.4e-09,100,0.4,20,6,0.1,0,0,0,0,884
2.4e-09,100,0.4,20,10,0.0005,0,15.8971717045914,0.0881208,2.10419e-07,885
2.4e-09,100,0.4,20,10,0.025375,0,0,0.00553347,1.90447e-07,886
2.4e-09,100,0.4,20,10,0.05025,0,0,0.00243448,3.97644e-07,887
2.4e-09,100,0.4,20,10,0.075125,0,0,0.000942741,2.30463e-07,888
2.4e-09,100,0.4,20,10,0.1,0,0,0,0,889
2.4e-09,100,0.4,20,14,0.0005,0.848864857432344,18.840392872821,2.22299,1.84502e-07,890
2.4e-09,100,0.4,20,14,0.025375,0,0,0.00588934,1.65399e-08,891
2.4e-09,100,0.4,20,14,0.05025,0,0,0.00253831,2.25198e-07,892
2.4e-09,100,0.4,20,14,0.075125,0,0,0.000974724,1.06062e-06,893
2.4e-09,100,0.4,20,14,0.1,0,0,0,0,894
2.4e-09,100,0.4,20,18,0.0005,0,16.5800409866891,0.219862,1.7701e-08,895
2.4e-09,100,0.4,20,18,0.025375,0,0,0.00632369,4.35376e-08,896
2.4e-09,100,0.4,20,18,0.05025,0,0,0.00265905,1.79683e-07,897
2.4e-09,100,0.4,20,18,0.075125,0,0,0.00100799,1.74513e-06,898
2.4e-09,100,0.4,20,18,0.1,0,0,0,0,899
2.4e-09,100,0.4,26.25,2.625,0.0005,0,8.33881186030448,0.0272568,8.27165e-10,900
2.4e-09,100,0.4,26.25,2.625,0.025375,0,0,0.00432432,3.71808e-08,901
2.4e-09,100,0.4,26.25,2.625,0.05025,0,0,0.00198137,3.70148e-07,902
2.4e-09,100,0.4,26.25,2.625,0.075125,0,0,0.000702544,1.62622e-06,903
2.4e-09,100,0.4,26.25,2.625,0.1,0,0,0,0,904
2.4e-09,100,0.4,26.25,7.875,0.0005,0,10.9021948599426,0.0386887,1.33394e-10,905
2.4e-09,100,0.4,26.25,7.875,0.025375,0,0,0.00457832,6.93682e-08,906
2.4e-09,100,0.4,26.25,7.875,0.05025,0,0,0.00206482,2.74837e-07,907
2.4e-09,100,0.4,26.25,7.875,0.075125,0,0,0.000734221,1.05453e-06,908
2.4e-09,100,0.4,26.25,7.875,0.1,0,0,0,0,909
2.4e-09,100,0.4,26.25,13.125,0.0005,0,14.3077273460766,0.0891061,5.7195e-09,910
2.4e-09,100,0.4,26.25,13.125,0.025375,0,0,0.00488892,7.99315e-09,911
2.4e-09,100,0.4,26.25,13.125,0.05025,0,0,0.00216186,4.00385e-07,912
2.4e-09,100,0.4,26.25,13.125,0.075125,0,0,0.000767244,3.1931e-08,913
2.4e-09,100,0.4,26.25,13.125,0.1,0,0,0,0,914
2.4e-09,100,0.4,26.25,18.375,0.0005,0.621591522302745,17.4182032216915,1.47313,6.0949e-09,915
2.4e-09,100,0.4,26.25,18.375,0.025375,0,0,0.0052814,1.08065e-08,916
2.4e-09,100,0.4,26.25,18.375,0.05025,0,0,0.00227719,1.52285e-07,917
2.4e-09,100,0.4,26.25,18.375,0.075125,0,0,0.000803445,1.30054e-06,918
2.4e-09,100,0.4,26.25,18.375,0.1,0,0,0,0,919
2.4e-09,100,0.4,26.25,23.625,0.0005,0.147948015943091,15.7817512666217,0.307362,2.55295e-08,920
2.4e-09,100,0.4,26.25,23.625,0.025375,0,0,0.00580259,4.37052e-08,921
2.4e-09,100,0.4,26.25,23.625,0.05025,0,0,0.00241985,2.83569e-07,922
2.4e-09,100,0.4,26.25,23.625,0.075125,0,0,0.000840999,2.47759e-07,923
2.4e-09,100,0.4,26.25,23.625,0.1,0,0,0,0,924
2.4e-09,100,0.4,32.5,3.25,0.0005,0,0,0.00904234,1.60395e-08,925
2.4e-09,100,0.4,32.5,3.25,0.025375,0,0,0.00374479,5.35035e-08,926
2.4e-09,100,0.4,32.5,3.25,0.05025,0,0,0.00172162,7.51814e-07,927
2.4e-09,100,0.4,32.5,3.25,0.075125,0,0,0.000547784,7.85377e-08,928
2.4e-09,100,0.4,32.5,3.25,0.1,0,0,0,0,929
2.4e-09,100,0.4,32.5,9.75,0.0005,0,0,0.0131724,2.37354e-09,930
2.4e-09,100,0.4,32.5,9.75,0.025375,0,0,0.0039885,2.37903e-08,931
2.4e-09,100,0.4,32.5,9.75,0.05025,0,0,0.00180655,6.29136e-07,932
2.4e-09,100,0.4,32.5,9.75,0.075125,0,0,0.000592371,1.26725e-06,933
2.4e-09,100,0.4,32.5,9.75,0.1,0,0,0,0,934
2.4e-09,100,0.4,32.5,16.25,0.0005,0,2.68132170170904,0.0196772,3.85875e-09,935
2.4e-09,100,0.4,32.5,16.25,0.025375,0,0,0.00430875,2.37343e-08,936
2.4e-09,100,0.4,32.5,16.25,0.05025,0,0,0.00190525,6.0188e-07,937
2.4e-09,100,0.4,32.5,16.25,0.075125,0,0,0.000634125,9.24106e-07,938
2.4e-09,100,0.4,32.5,16.25,0.1,0,0,0,0,939
2.4e-09,100,0.4,32.5,22.75,0.0005,0,7.41313994778679,0.0683835,1.13257e-09,940
2.4e-09,100,0.4,32.5,22.75,0.025375,0,0,0.00475211,5.0854e-09,941
2.4e-09,100,0.4,32.5,22.75,0.05025,0,0,0.00202497,1.60804e-07,942
2.4e-09,100,0.4,32.5,22.75,0.075125,0,0,0.000674165,1.27698e-06,943
2.4e-09,100,0.4,32.5,22.75,0.1,0,0,0,0,944
2.4e-09,100,0.4,32.5,29.25,0.0005,0.424327501045291,14.7924931855497,1.0555,2.39893e-08,945
2.4e-09,100,0.4,32.5,29.25,0.025375,0,0,0.0054132,1.0881e-07,946
2.4e-09,100,0.4,32.5,29.25,0.05025,0,0,0.00218117,2.93942e-07,947
2.4e-09,100,0.4,32.5,29.25,0.075125,0,0,0.000712569,6.75258e-08,948
2.4e-09,100,0.4,32.5,29.25,0.1,0,0,0,0,949
2.4e-09,100,0.4,38.75,3.875,0.0005,0,0,0.00927536,4.26037e-09,950
2.4e-09,100,0.4,38.75,3.875,0.025375,0,0,0.00317324,5.41736e-09,951
2.4e-09,100,0.4,38.75,3.875,0.05025,0,0,0.00149303,9.98082e-07,952
2.4e-09,100,0.4,38.75,3.875,0.075125,0,0,0.000404548,4.74876e-08,953
2.4e-09,100,0.4,38.75,3.875,0.1,0,0,0,0,954
