density(tonne/mm3),E(MPa),v(-),phi(deg),psi(deg),c(MPa),area_reduced(%),plastic_zone(%),max_PEEQ(-),min_PEEQ(-),sim_num
2.4e-09,30,0.2,32.5,22.75,0.05025,0,0,0.00700675,5.16093e-07,317
2.4e-09,30,0.2,32.5,22.75,0.075125,0,0,0.00276487,1.81709e-06,318
2.4e-09,30,0.2,32.5,22.75,0.1,0,0,0.000301865,6.77366e-05,319
2.4e-09,30,0.2,32.5,29.25,0.0005,0.407119363020704,15.1752693289259,0.925163,1.84168e-07,320
2.4e-09,30,0.2,32.5,29.25,0.025375,0,0,0.0195317,3.84165e-08,321
2.4e-09,30,0.2,32.5,29.25,0.05025,0,0,0.00749861,1.82104e-07,322
2.4e-09,30,0.2,32.5,29.25,0.075125,0,0,0.00288702,6.4889e-07,323
2.4e-09,30,0.2,32.5,29.25,0.1,0,0,0.000382101,2.2989e-07,324
2.4e-09,30,0.2,38.75,3.875,0.0005,0,2.54323688682882,0.0242852,1.50701e-08,325
2.4e-09,30,0.2,38.75,3.875,0.025375,0,0,0.0111166,2.72797e-07,326
2.4e-09,30,0.2,38.75,3.875,0.05025,0,0,0.00540132,1.75549e-06,327
2.4e-09,30,0.2,38.75,3.875,0.075125,0,0,0.00224007,3.44957e-06,328
2.4e-09,30,0.2,38.75,3.875,0.1,0,0,2.5714e-05,6.81021e-06,329
2.4e-09,30,0.2,38.75,11.625,0.0005,0,3.72849985710765,0.0441803,6.41752e-10,330
2.4e-09,30,0.2,38.75,11.625,0.025375,0,0,0.0120271,3.57912e-08,331
2.4e-09,30,0.2,38.75,11.625,0.05025,0,0,0.00569315,7.17105e-07,332
2.4e-09,30,0.2,38.75,11.625,0.075125,0,0,0.00243364,4.24837e-06,333
2.4e-09,30,0.2,38.75,11.625,0.1,0,0,0.000248466,5.2581e-05,334
2.4e-09,30,0.2,38.75,19.375,0.0005,0,3.48317896258642,0.0474498,6.59587e-06,335
2.4e-09,30,0.2,38.75,19.375,0.025375,0,0,0.013269,4.0626e-07,336
2.4e-09,30,0.2,38.75,19.375,0.05025,0,0,0.00601153,1.43768e-06,337
2.4e-09,30,0.2,38.75,19.375,0.075125,0,0,0.00260847,1.43612e-05,338
2.4e-09,30,0.2,38.75,19.375,0.1,0,0,0.000422688,2.17546e-07,339
2.4e-09,30,0.2,38.75,27.125,0.0005,0,4.51293912461868,0.0809837,1.55634e-05,340
2.4e-09,30,0.2,38.75,27.125,0.025375,0,0,0.015122,2.67239e-07,341
2.4e-09,30,0.2,38.75,27.125,0.05025,0,0,0.0063877,9.56559e-07,342
2.4e-09,30,0.2,38.75,27.125,0.075125,0,0,0.00276411,1.04753e-06,343
2.4e-09,30,0.2,38.75,27.125,0.1,0,0,0.000555029,3.3318e-06,344
2.4e-09,30,0.2,38.75,34.875,0.0005,0,11.5993343052801,1.09186,6.81433e-05,345
2.4e-09,30,0.2,38.75,34.875,0.025375,0,0,0.0183148,4.53171e-08,346
2.4e-09,30,0.2,38.75,34.875,0.05025,0,0,0.00686007,7.66248e-07,347
2.4e-09,30,0.2,38.75,34.875,0.075125,0,0,0.00289998,5.79526e-07,348
2.4e-09,30,0.2,38.75,34.875,0.1,0,0,0.000650353,3.50866e-07,349
2.4e-09,30,0.2,45,4.5,0.0005,0,2.35142910445721,0.0184483,9.04215e-05,350
2.4e-09,30,0.2,45,4.5,0.025375,0,0,0.00938021,3.81523e-08,351
2.4e-09,30,0.2,45,4.5,0.05025,0,0,0.00503758,2.61661e-06,352
2.4e-09,30,0.2,45,4.5,0.075125,0,0,0.00229537,1.26908e-06,353
2.4e-09,30,0.2,45,4.5,0.1,0,0,0.000304369,6.88488e-05,354
2.4e-09,30,0.2,45,13.5,0.0005,0,3.18203654715615,0.0327927,0.000101356,355
2.4e-09,30,0.2,45,13.5,0.025375,0,0,0.010196,4.22252e-08,356
2.4e-09,30,0.2,45,13.5,0.05025,0,0,0.00533658,1.15871e-07,357
2.4e-09,30,0.2,45,13.5,0.075125,0,0,0.00253493,9.79493e-08,358
2.4e-09,30,0.2,45,13.5,0.1,0,0,0.000568297,2.36318e-06,359
2.4e-09,30,0.2,45,22.5,0.0005,0,3.5700590740764,0.051776,0.000107868,360
2.4e-09,30,0.2,45,22.5,0.025375,0,0,0.0113555,3.92714e-08,361
2.4e-09,30,0.2,45,22.5,0.05025,0,0,0.00565667,5.82928e-07,362
2.4e-09,30,0.2,45,22.5,0.075125,0,0,0.00274349,6.72666e-07,363
2.4e-09,30,0.2,45,22.5,0.1,0,0,0.000784308,1.87985e-06,364
2.4e-09,30,0.2,45,31.5,0.0005,0,4.21179670918842,0.0875869,0.000110463,365
2.4e-09,30,0.2,45,31.5,0.025375,0,0,0.0132273,1.55842e-07,366
2.4e-09,30,0.2,45,31.5,0.05025,0,0,0.00602307,4.47883e-07,367
2.4e-09,30,0.2,45,31.5,0.075125,0,0,0.00293157,6.688e-07,368
2.4e-09,30,0.2,45,31.5,0.1,0,0,0.000965556,1.30224e-05,369
2.4e-09,30,0.2,45,40.5,0.0005,0,4.80107050885962,0.292934,0.000108535,370
2.4e-09,30,0.2,45,40.5,0.025375,0,0,0.0171254,5.94143e-08,371
2.4e-09,30,0.2,45,40.5,0.05025,0,0,0.00646419,8.27109e-07,372
2.4e-09,30,0.2,45,40.5,0.075125,0,0,0.00307961,1.0429e-07,373
2.4e-09,30,0.2,45,40.5,0.1,0,0,0.0010861,3.07227e-06,374
2.4e-09,30,0.4,20,2,0.0005,0.109964199083943,17.7172470837041,0.177263,1.92912e-07,375
2.4e-09,30,0.4,20,2,0.025375,0,0,0.0165069,1.39839e-07,376
2.4e-09,30,0.4,20,2,0.05025,0,0,0.00750894,3.57674e-07,377
2.4e-09,30,0.4,20,2,0.075125,0,0,0.00292671,7.09015e-06,378
2.4e-09,30,0.4,20,2,0.1,0,0,0,0,379
2.4e-09,30,0.4,20,6,0.0005,0.135356695437296,17.9405331673402,0.258912,2.72976e-08,380
2.4e-09,30,0.4,20,6,0.025375,0,0,0.0173476,5.43544e-08,381
2.4e-09,30,0.4,20,6,0.05025,0,0,0.00777703,2.28427e-07,382
2.4e-09,30,0.4,20,6,0.075125,0,0,0.00302717,7.14695e-07,383
2.4e-09,30,0.4,20,6,0.1,0,0,0,0,384
2.4e-09,30,0.4,20,10,0.0005,0.173340512296444,18.1562644586728,0.388823,7.15914e-08,385
2.4e-09,30,0.4,20,10,0.025375,0,0,0.0183193,3.45653e-07,386
2.4e-09,30,0.4,20,10,0.05025,0,0,0.00807551,7.13432e-07,387
2.4e-09,30,0.4,20,10,0.075125,0,0,0.00312828,1.15823e-06,388
2.4e-09,30,0.4,20,10,0.1,0,0,0,0,389
2.4e-09,30,0.4,20,14,0.0005,0.230211309914285,18.3684282091955,0.593618,1.28128e-07,390
2.4e-09,30,0.4,20,14,0.025375,0,0,0.0194714,7.59407e-08,391
2.4e-09,30,0.4,20,14,0.05025,0,0,0.00841522,1.82542e-07,392
2.4e-09,30,0.4,20,14,0.075125,0,0,0.00323326,1.44281e-06,393
2.4e-09,30,0.4,20,14,0.1,0,0,0,0,394
2.4e-09,30,0.4,20,18,0.0005,0.319819540847192,18.5197339106068,0.841505,2.317e-07,395
2.4e-09,30,0.4,20,18,0.025375,0,0,0.0208745,4.32984e-08,396
2.4e-09,30,0.4,20,18,0.05025,0,0,0.00881006,1.16576e-07,397
2.4e-09,30,0.4,20,18,0.075125,0,0,0.00334254,4.14185e-06,398
2.4e-09,30,0.4,20,18,0.1,0,0,0,0,399
2.4e-09,30,0.4,26.25,2.625,0.0005,0,14.2619788815722,0.0798243,3.98783e-08,400
2.4e-09,30,0.4,26.25,2.625,0.025375,0,0,0.0143524,2.21761e-07,401
2.4e-09,30,0.4,26.25,2.625,0.05025,0,0,0.00658359,1.17126e-06,402
2.4e-09,30,0.4,26.25,2.625,0.075125,0,0,0.00233479,3.84994e-06,403
2.4e-09,30,0.4,26.25,2.625,0.1,0,0,0,0,404
2.4e-09,30,0.4,26.25,7.875,0.0005,0,15.2287824410755,0.116401,5.47083e-08,405
2.4e-09,30,0.4,26.25,7.875,0.025375,0,0,0.0151814,2.49985e-07,406
2.4e-09,30,0.4,26.25,7.875,0.05025,0,0,0.00685534,5.53166e-07,407
2.4e-09,30,0.4,26.25,7.875,0.075125,0,0,0.00243862,2.9407e-06,408
2.4e-09,30,0.4,26.25,7.875,0.1,0,0,0,0,409
2.4e-09,30,0.4,26.25,13.125,0.0005,0.146688883892511,17.0522155056564,0.271258,9.31759e-08,410
2.4e-09,30,0.4,26.25,13.125,0.025375,0,0,0.016193,1.60799e-07,411
2.4e-09,30,0.4,26.25,13.125,0.05025,0,0,0.00717322,3.36093e-08,412
2.4e-09,30,0.4,26.25,13.125,0.075125,0,0,0.00254713,4.12368e-06,413
2.4e-09,30,0.4,26.25,13.125,0.1,0,0,0,0,414
2.4e-09,30,0.4,26.25,18.375,0.0005,0.68328899278114,19.2548571728034,1.57015,1.38242e-07,415
2.4e-09,30,0.4,26.25,18.375,0.025375,0,0,0.0174677,3.30035e-07,416
2.4e-09,30,0.4,26.25,18.375,0.05025,0,0,0.00755069,3.00635e-08,417
2.4e-09,30,0.4,26.25,18.375,0.075125,0,0,0.00266351,3.63773e-06,418
2.4e-09,30,0.4,26.25,18.375,0.1,0,0,0,0,419
2.4e-09,30,0.4,26.25,23.625,0.0005,0.519391970864043,17.9766282861235,1.20807,4.56968e-08,420
2.4e-09,30,0.4,26.25,23.625,0.025375,0,0,0.0191559,2.23236e-07,421
2.4e-09,30,0.4,26.25,23.625,0.05025,0,0,0.00801701,6.01931e-07,422
2.4e-09,30,0.4,26.25,23.625,0.075125,0,0,0.0027889,3.07113e-06,423
2.4e-09,30,0.4,26.25,23.625,0.1,0,0,0,0,424
2.4e-09,30,0.4,32.5,3.25,0.0005,0,4.65815902111885,0.036758,1.21669e-08,425
2.4e-09,30,0.4,32.5,3.25,0.025375,0,0,0.0124316,3.76875e-07,426
2.4e-09,30,0.4,32.5,3.25,0.05025,0,0,0.00571957,2.56767e-06,427
2.4e-09,30,0.4,32.5,3.25,0.075125,0,0,0.00181887,3.94872e-06,428
2.4e-09,30,0.4,32.5,3.25,0.1,0,0,0,0,429
2.4e-09,30,0.4,32.5,9.75,0.0005,0,4.89571526799485,0.0439795,2.51423e-08,430
2.4e-09,30,0.4,32.5,9.75,0.025375,0,0,0.0132288,1.85072e-07,431
2.4e-09,30,0.4,32.5,9.75,0.05025,0,0,0.00599976,1.39705e-06,432
2.4e-09,30,0.4,32.5,9.75,0.075125,0,0,0.00196676,3.59038e-06,433
2.4e-09,30,0.4,32.5,9.75,0.1,0,0,0,0,434
2.4e-09,30,0.4,32.5,16.25,0.0005,0,8.78265590813375,0.08225,2.71923e-08,435
2.4e-09,30,0.4,32.5,16.25,0.025375,0,0,0.0142747,1.23533e-07,436
2.4e-09,30,0.4,32.5,16.25,0.05025,0,0,0.00632392,1.66248e-06,437
2.4e-09,30,0.4,32.5,16.25,0.075125,0,0,0.00210498,1.78757e-06,438
2.4e-09,30,0.4,32.5,16.25,0.1,0,0,0,0,439
2.4e-09,30,0.4,32.5,22.75,0.0005,0.206077945611511,15.7490138333066,0.502828,3.79204e-09,440
2.4e-09,30,0.4,32.5,22.75,0.025375,0,0,0.0157196,2.13171e-07,441
2.4e-09,30,0.4,32.5,22.75,0.05025,0,0,0.00671787,4.57759e-08,442
2.4e-09,30,0.4,32.5,22.75,0.075125,0,0,0.00223722,3.22522e-06,443
2.4e-09,30,0.4,32.5,22.75,0.1,0,0,0,0,444
2.4e-09,30,0.4,32.5,29.25,0.0005,0.25896149173585,14.2032193858785,0.618277,4.66119e-08,445
2.4e-09,30,0.4,32.5,29.25,0.025375,0,0,0.0178682,2.73135e-08,446
2.4e-09,30,0.4,32.5,29.25,0.05025,0,0,0.00722911,9.6813e-08,447
2.4e-09,30,0.4,32.5,29.25,0.075125,0,0,0.00236371,2.62437e-06,448
2.4e-09,30,0.4,32.5,29.25,0.1,0,0,0,0,449
2.4e-09,30,0.4,38.75,3.875,0.0005,0,3.57677444501283,0.0290497,5.68598e-08,450
2.4e-09,30,0.4,38.75,3.875,0.025375,0,0,0.0105333,5.76707e-08,451
2.4e-09,30,0.4,38.75,3.875,0.05025,0,0,0.00496035,2.41852e-06,452
2.4e-09,30,0.4,38.75,3.875,0.075125,0,0,0.00134121,2.41961e-07,453
2.4e-09,30,0.4,38.75,3.875,0.1,0,0,0,0,454
2.4e-09,30,0.4,38.75,11.625,0.0005,0,4.50202664684699,0.0425249,1.06899e-08,455
2.4e-09,30,0.4,38.75,11.625,0.025375,0,0,0.011274,4.66822e-08,456
2.4e-09,30,0.4,38.75,11.625,0.05025,0,0,0.00524511,5.26611e-06,457
2.4e-09,30,0.4,38.75,11.625,0.075125,0,0,0.00159089,3.90285e-06,458
2.4e-09,30,0.4,38.75,11.625,0.1,0,0,0,0,459
2.4e-09,30,0.4,38.75,19.375,0.0005,0,4.32176090827236,0.0507092,5.69465e-06,460
2.4e-09,30,0.4,38.75,19.375,0.025375,0,0,0.0123428,8.9058e-08,461
2.4e-09,30,0.4,38.75,19.375,0.05025,0,0,0.00556253,4.58505e-07,462
2.4e-09,30,0.4,38.75,19.375,0.075125,0,0,0.00179675,1.42695e-06,463
2.4e-09,30,0.4,38.75,19.375,0.1,0,0,0,0,464
2.4e-09,30,0.4,38.75,27.125,0.0005,0,4.78470179220209,0.074381,1.2148e-05,465
2.4e-09,30,0.4,38.75,27.125,0.025375,0,0,0.013973,1.6568e-07,466
2.4e-09,30,0.4,38.75,27.125,0.05025,0,0,0.00595987,3.37562e-07,467
2.4e-09,30,0.4,38.75,27.125,0.075125,0,0,0.00197864,1.06938e-06,468
2.4e-09,30,0.4,38.75,27.125,0.1,0,0,0,0,469
2.4e-09,30,0.4,38.75,34.875,0.0005,0.4094277717801,11.5395255328776,1.09713,3.0328e-05,470
2.4e-09,30,0.4,38.75,34.875,0.025375,0,0,0.0168045,1.84739e-08,471
2.4e-09,30,0.4,38.75,34.875,0.05025,0,0,0.00650032,1.9522e-06,472
2.4e-09,30,0.4,38.75,34.875,0.075125,0,0,0.00213545,1.2525e-06,473
2.4e-09,30,0.4,38.75,34.875,0.1,0,0,0,0,474
2.4e-09,30,0.4,45,4.5,0.0005,NaN,NaN,NaN,NaN,475
2.4e-09,30,0.4,45,4.5,0.025375,0,0,0.00871627,2.98494e-08,476
2.4e-09,30,0.4,45,4.5,0.05025,0,0,0.00424437,1.65021e-06,477
2.4e-09,30,0.4,45,4.5,0.075125,0,0,0.00102266,6.86524e-07,478
2.4e-09,30,0.4,45,4.5,0.1,0,0,0,0,479
2.4e-09,30,0.4,45,13.5,0.0005,0,3.4884253461305,0.0300201,8.18253e-05,480
2.4e-09,30,0.4,45,13.5,0.025375,0,0,0.00943363,2.38079e-08,481
2.4e-09,30,0.4,45,13.5,0.05025,0,0,0.00463484,7.80931e-07,482
2.4e-09,30,0.4,45,13.5,0.075125,0,0,0.00138398,3.54518e-06,483
2.4e-09,30,0.4,45,13.5,0.1,0,0,0,0,484
2.4e-09,30,0.4,45,22.5,0.0005,0,3.38748492674237,0.0409452,8.30892e-05,485
2.4e-09,30,0.4,45,22.5,0.025375,0,0,0.0105257,1.22213e-08,486
2.4e-09,30,0.4,45,22.5,0.05025,0,0,0.00501163,1.82296e-07,487
2.4e-09,30,0.4,45,22.5,0.075125,0,0,0.00167707,5.96732e-06,488
2.4e-09,30,0.4,45,22.5,0.1,0,0,8.93286e-06,1.2773e-06,489
2.4e-09,30,0.4,45,31.5,0.0005,0,3.67519660029979,0.0680043,8.15063e-05,490
2.4e-09,30,0.4,45,31.5,0.025375,0,0,0.0123237,1.5033e-08,491
2.4e-09,30,0.4,45,31.5,0.05025,0,0,0.0054198,6.82002e-07,492
2.4e-09,30,0.4,45,31.5,0.075125,0,0,0.00192054,5.72769e-06,493
2.4e-09,30,0.4,45,31.5,0.1,0,0,3.91517e-05,6.53119e-07,494
2.4e-09,30,0.4,45,40.5,0.0005,0,5.65140435368431,0.549252,7.67413e-05,495
2.4e-09,30,0.4,45,40.5,0.025375,0,0,0.0160601,2.13158e-08,496
2.4e-09,30,0.4,45,40.5,0.05025,0,0,0.00595126,4.31465e-08,497
2.4e-09,30,0.4,45,40.5,0.075125,0,0,0.00210755,1.39901e-06,498
2.4e-09,30,0.4,45,40.5,0.1,0,0,5.42061e-05,1.65386e-06,499
1.6e-09,100,0.2,20,2,0.0005,0,15.8409304729989,0.054048,8.72783e-09,500
1.6e-09,100,0.2,20,2,0.025375,0,0,0.00231623,6.00644e-09,501
1.6e-09,100,0.2,20,2,0.05025,0,0,0.000601584,2.29186e-07,502
1.6e-09,100,0.2,20,2,0.075125,0,0,0,0,503
1.6e-09,100,0.2,20,2,0.1,0,0,0,0,504
1.6e-09,100,0.2,20,6,0.0005,0,15.5299248565058,0.0570673,3.50861e-08,505
1.6e-09,100,0.2,20,6,0.025375,0,0,0.00242321,1.99479e-08,506
1.6e-09,100,0.2,20,6,0.05025,0,0,0.000623439,1.83439e-08,507
1.6e-09,100,0.2,20,6,0.075125,0,0,0,0,508
1.6e-09,100,0.2,20,6,0.1,0,0,0,0,509
1.6e-09,100,0.2,20,10,0.0005,0,16.3578041797618,0.0831922,2.74502e-09,510
1.6e-09,100,0.2,20,10,0.025375,0,0,0.00254474,3.1665e-08,511
1.6e-09,100,0.2,20,10,0.05025,0,0,0.000644468,1.37241e-07,512
1.6e-09,100,0.2,20,10,0.075125,0,0,0,0,513
1.6e-09,100,0.2,20,10,0.1,0,0,0,0,514
1.6e-09,100,0.2,20,14,0.0005,0.735752828221953,19.3201221840918,1.89996,6.08851e-10,515
1.6e-09,100,0.2,20,14,0.025375,0,0,0.00268516,2.12981e-08,516
1.6e-09,100,0.2,20,14,0.05025,0,0,0.000665953,3.81085e-07,517
1.6e-09,100,0.2,20,14,0.075125,0,0,0,0,518
1.6e-09,100,0.2,20,14,0.1,0,0,0,0,519
1.6e-09,100,0.2,20,18,0.0005,0.687695954958169,19.3083702849531,1.77989,1.31666e-08,520
1.6e-09,100,0.2,20,18,0.025375,0,0,0.00285154,2.52819e-07,521
1.6e-09,100,0.2,20,18,0.05025,0,0,0.000687598,1.25601e-07,522
1.6e-09,100,0.2,20,18,0.075125,0,0,0,0,523
1.6e-09,100,0.2,20,18,0.1,0,0,0,0,524
1.6e-09,100,0.2,26.25,2.625,0.0005,0,2.82780073025979,0.0110927,1.11436e-08,525
1.6e-09,100,0.2,26.25,2.625,0.025375,0,0,0.00200732,9.78159e-07,526
1.6e-09,100,0.2,26.25,2.625,0.05025,0,0,0.00051171,3.62519e-07,527
1.6e-09,100,0.2,26.25,2.625,0.075125,0,0,0,0,528
1.6e-09,100,0.2,26.25,2.625,0.1,0,0,0,0,529
1.6e-09,100,0.2,26.25,7.875,0.0005,0,5.41384810680831,0.0214182,2.31418e-08,530
1.6e-09,100,0.2,26.25,7.875,0.025375,0,0,0.00211785,1.90685e-07,531
1.6e-09,100,0.2,26.25,7.875,0.05025,0,0,0.000535822,8.71571e-07,532
1.6e-09,100,0.2,26.25,7.875,0.075125,0,0,0,0,533
1.6e-09,100,0.2,26.25,7.875,0.1,0,0,0,0,534
1.6e-09,100,0.2,26.25,13.125,0.0005,0,13.8580073486779,0.0814783,4.15331e-08,535
1.6e-09,100,0.2,26.25,13.125,0.025375,0,0,0.00224833,4.82268e-08,536
1.6e-09,100,0.2,26.25,13.125,0.05025,0,0,0.000558875,8.25782e-07,537
1.6e-09,100,0.2,26.25,13.125,0.075125,0,0,0,0,538
1.6e-09,100,0.2,26.25,13.125,0.1,0,0,0,0,539
1.6e-09,100,0.2,26.25,18.375,0.0005,0.505331662965905,17.5273279994084,1.15825,4.32484e-08,540
1.6e-09,100,0.2,26.25,18.375,0.025375,0,0,0.0024077,1.63707e-08,541
1.6e-09,100,0.2,26.25,18.375,0.05025,0,0,0.000582129,1.93259e-07,542
1.6e-09,100,0.2,26.25,18.375,0.075125,0,0,0,0,543
1.6e-09,100,0.2,26.25,18.375,0.1,0,0,0,0,544
1.6e-09,100,0.2,26.25,23.625,0.0005,0.473013940334364,17.3783307067565,1.1493,1.8478e-08,545
1.6e-09,100,0.2,26.25,23.625,0.025375,0,0,0.00261169,7.30868e-09,546
1.6e-09,100,0.2,26.25,23.625,0.05025,0,0,0.000605256,1.80341e-07,547
1.6e-09,100,0.2,26.25,23.625,0.075125,0,0,0,0,548
1.6e-09,100,0.2,26.25,23.625,0.1,0,0,0,0,549
1.6e-09,100,0.2,32.5,3.25,0.0005,0,0,0.00546368,1.30076e-08,550
1.6e-09,100,0.2,32.5,3.25,0.025375,0,0,0.00174439,6.19395e-08,551
1.6e-09,100,0.2,32.5,3.25,0.05025,0,0,0.000460658,2.33492e-06,552
1.6e-09,100,0.2,32.5,3.25,0.075125,0,0,0,0,553
1.6e-09,100,0.2,32.5,3.25,0.1,0,0,0,0,554
1.6e-09,100,0.2,32.5,9.75,0.0005,0,0,0.00719643,5.0195e-09,555
1.6e-09,100,0.2,32.5,9.75,0.025375,0,0,0.00184845,2.68805e-07,556
1.6e-09,100,0.2,32.5,9.75,0.05025,0,0,0.000491213,1.11481e-06,557
1.6e-09,100,0.2,32.5,9.75,0.075125,0,0,0,0,558
1.6e-09,100,0.2,32.5,9.75,0.1,0,0,0,0,559
1.6e-09,100,0.2,32.5,16.25,0.0005,0,3.33753935540272,0.0191741,1.74974e-08,560
1.6e-09,100,0.2,32.5,16.25,0.025375,0,0,0.00197617,6.71885e-08,561
1.6e-09,100,0.2,32.5,16.25,0.05025,0,0,0.000519764,5.99542e-08,562
1.6e-09,100,0.2,32.5,16.25,0.075125,0,0,0,0,563
1.6e-09,100,0.2,32.5,16.25,0.1,0,0,0,0,564
1.6e-09,100,0.2,32.5,22.75,0.0005,0,5.67553771798708,0.0487913,9.48904e-09,565
1.6e-09,100,0.2,32.5,22.75,0.025375,0,0,0.00214165,5.68842e-09,566
1.6e-09,100,0.2,32.5,22.75,0.05025,0,0,0.000546223,1.09459e-07,567
1.6e-09,100,0.2,32.5,22.75,0.075125,0,0,0,0,568
1.6e-09,100,0.2,32.5,22.75,0.1,0,0,0,0,569
1.6e-09,100,0.2,32.5,29.25,0.0005,0.372073520946241,14.4128648723,0.923287,2.28439e-08,570
1.6e-09,100,0.2,32.5,29.25,0.025375,0,0,0.00237486,2.34476e-07,571
1.6e-09,100,0.2,32.5,29.25,0.05025,0,0,0.00057061,5.21032e-08,572
1.6e-09,100,0.2,32.5,29.25,0.075125,0,0,0,0,573
1.6e-09,100,0.2,32.5,29.25,0.1,0,0,0,0,574
1.6e-09,100,0.2,38.75,3.875,0.0005,0,0,0.00467776,4.41388e-09,575
1.6e-09,100,0.2,38.75,3.875,0.025375,0,0,0.00153418,6.96786e-08,576
1.6e-09,100,0.2,38.75,3.875,0.05025,0,0,0.000441252,3.93954e-07,577
1.6e-09,100,0.2,38.75,3.875,0.075125,0,0,0,0,578
1.6e-09,100,0.2,38.75,3.875,0.1,0,0,0,0,579
1.6e-09,100,0.2,38.75,11.625,0.0005,0,0,0.00787083,5.18294e-10,580
1.6e-09,100,0.2,38.75,11.625,0.025375,0,0,0.00162811,1.07869e-07,581
1.6e-09,100,0.2,38.75,11.625,0.05025,0,0,0.000480115,5.88458e-07,582
1.6e-09,100,0.2,38.75,11.625,0.075125,0,0,0,0,583
1.6e-09,100,0.2,38.75,11.625,0.1,0,0,0,0,584
1.6e-09,100,0.2,38.75,19.375,0.0005,0,0,0.0118361,8.1619e-10,585
1.6e-09,100,0.2,38.75,19.375,0.025375,0,0,0.00174531,8.00918e-08,586
1.6e-09,100,0.2,38.75,19.375,0.05025,0,0,0.000515251,2.04801e-06,587
1.6e-09,100,0.2,38.75,19.375,0.075125,0,0,0,0,588
1.6e-09,100,0.2,38.75,19.375,0.1,0,0,0,0,589
1.6e-09,100,0.2,38.75,27.125,0.0005,0,0,0.0180415,1.60437e-06,590
1.6e-09,100,0.2,38.75,27.125,0.025375,0,0,0.0019039,2.30811e-08,591
1.6e-09,100,0.2,38.75,27.125,0.05025,0,0,0.000546489,2.72386e-08,592
1.6e-09,100,0.2,38.75,27.125,0.075125,0,0,0,0,593
1.6e-09,100,0.2,38.75,27.125,0.1,0,0,0,0,594
1.6e-09,100,0.2,38.75,34.875,0.0005,0,6.45053349511876,0.252939,1.21083e-05,595
1.6e-09,100,0.2,38.75,34.875,0.025375,0,0,0.00214618,6.14134e-08,596
1.6e-09,100,0.2,38.75,34.875,0.05025,0,0,0.000573734,1.75337e-07,597
1.6e-09,100,0.2,38.75,34.875,0.075125,0,0,0,0,598
1.6e-09,100,0.2,38.75,34.875,0.1,0,0,0,0,599
1.6e-09,100,0.2,45,4.5,0.0005,0,0,0.00376099,1.63825e-05,600
1.6e-09,100,0.2,45,4.5,0.025375,0,0,0.00137882,1.85766e-07,601
1.6e-09,100,0.2,45,4.5,0.05025,0,0,0.000452818,2.27971e-06,602
1.6e-09,100,0.2,45,4.5,0.075125,0,0,0,0,603
1.6e-09,100,0.2,45,4.5,0.1,0,0,0,0,604
1.6e-09,100,0.2,45,13.5,0.0005,0,0,0.00663685,1.87351e-05,605
1.6e-09,100,0.2,45,13.5,0.025375,0,0,0.00146607,2.53859e-08,606
1.6e-09,100,0.2,45,13.5,0.05025,0,0,0.000500931,2.17386e-07,607
1.6e-09,100,0.2,45,13.5,0.075125,0,0,0,0,608
1.6e-09,100,0.2,45,13.5,0.1,0,0,0,0,609
1.6e-09,100,0.2,45,22.5,0.0005,0,0,0.0105809,2.0192e-05,610
1.6e-09,100,0.2,45,22.5,0.025375,0,0,0.00157115,9.71874e-09,611
1.6e-09,100,0.2,45,22.5,0.05025,0,0,0.000542815,1.70946e-06,612
1.6e-09,100,0.2,45,22.5,0.075125,0,0,0,0,613
1.6e-09,100,0.2,45,22.5,0.1,0,0,0,0,614
1.6e-09,100,0.2,45,31.5,0.0005,0,0,0.0190946,2.08529e-05,615
1.6e-09,100,0.2,45,31.5,0.025375,0,0,0.00171462,9.58706e-09,616
1.6e-09,100,0.2,45,31.5,0.05025,0,0,0.000580572,2.69454e-08,617
1.6e-09,100,0.2,45,31.5,0.075125,0,0,3.55856e-05,7.1083e-06,618
1.6e-09,100,0.2,45,31.5,0.1,0,0,0,0,619
1.6e-09,100,0.2,45,40.5,0.0005,0,2.88928834539642,0.100979,2.0628e-05,620
1.6e-09,100,0.2,45,40.5,0.025375,0,0,0.00194432,2.56588e-09,621
1.6e-09,100,0.2,45,40.5,0.05025,0,0,0.000610323,6.83028e-07,622
1.6e-09,100,0.2,45,40.5,0.075125,0,0,6.12075e-05,1.4597e-05,623
1.6e-09,100,0.2,45,40.5,0.1,0,0,0,0,624
1.6e-09,100,0.4,20,2,0.0005,0,13.7986182869589,0.0353182,1.84165e-08,625
1.6e-09,100,0.4,20,2,0.025375,0,0,0.00218996,2.6435e-08,626
1.6e-09,100,0.4,20,2,0.05025,0,0,0.000580848,1.12366e-06,627
1.6e-09,100,0.4,20,2,0.075125,0,0,0,0,628
1.6e-09,100,0.4,20,2,0.1,0,0,0,0,629
1.6e-09,100,0.4,20,6,0.0005,0,13.9906359246723,0.0404565,2.67414e-08,630
1.6e-09,100,0.4,20,6,0.025375,0,0,0.00228164,3.15865e-08,631
1.6e-09,100,0.4,20,6,0.05025,0,0,0.000601077,6.8963e-08,632
1.6e-09,100,0.4,20,6,0.075125,0,0,0,0,633
1.6e-09,100,0.4,20,6,0.1,0,0,0,0,634
1.6e-09,100,0.4,20,10,0.0005,0,14.9312075664552,0.0558547,2.32712e-08,635
1.6e-09,100,0.4,20,10,0.025375,0,0,0.0023862,3.66008e-08,636
